
643X5,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,DTP,A00-A01,DSC,E3-1505,"\","2018-05-16 03:06:24"
7YFFW,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,TPM,A00-A03,DSC,I5-7300,"\","2018-05-16 03:06:24"
1RHH7,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,DTP,A00-A01,DSC,I5-7300,"\","2018-05-16 03:06:24"
4GXH1,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,TPM,A00-A01,UMA,I5-7440,"\","2018-05-16 03:06:24"
18FNK,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,DTP,A00-A01,UMA,I5-7440,"\","2018-05-16 03:06:24"
3YC22,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,TPM,A00-A02,DIS,I7-7700,"\","2018-05-16 03:06:24"
HW7C4,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,TPM,A00-A02,DIS,I7-6820,"\","2018-05-16 03:06:24"
5M4CJ,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,DTP,A00-A01,DIS,I7-6820,"\","2018-05-16 03:06:24"
J05JX,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,TPM,A00-A02,DIS,E3-1505,"\","2018-05-16 03:06:24"
CNDN5,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,DTP,A00-A01,DIS,E3-1505,"\","2018-05-16 03:06:24"
0G75Y,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",I5-7440,"\",2017/8/3
TXW4N,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",I5-7440,"\",2017/8/3
56F9R,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",I7-7700,"\",2017/8/3
WH96J,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",I7-7700,"\",2017/8/3
YN21X,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",I5-7300,"\",2017/8/3
WYDNV,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",I5-7300,"\",2017/8/3
WMH3D,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",I7-7820,"\",2017/8/3
1T7K3,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",I7-7820,"\",2017/8/3
TYWFR,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",I7-7920,"\",2017/8/3
TMN2V,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",I7-7920,"\",2017/8/3
HKR39,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",E3-1505,"\",2017/8/3
N9F81,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",E3-1505,"\",2017/8/3
H6GPF,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",E3-1535,"\",2017/8/3
H91VT,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",E3-1535,"\",2017/8/3
9FRDM,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",I76820,"\",2017/8/3
6G7J8,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",I76820,"\",2017/8/3
RYMM1,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",I76920,"\",2017/8/3
GNDNM,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",I76920,"\",2017/8/3
JYFWJ,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",XE1545,"\",2017/8/3
GRNW2,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",XE1545,"\",2017/8/3
647Y5,CAP00,"Crane 15",1.2,1.7.1,A01,TPM,A00,"\",XE1575,"\",2017/8/3
7VJ0M,CAP00,"Crane 15",1.2,1.7.1,A01,DTP,A00,"\",XE1575,"\",2017/8/3
9R6TT,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",I5-7440,"\",2017/8/3
9VNG8,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",I5-7440,"\",2017/8/3
4C8W8,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",I7-7700,"\",2017/8/3
0JRYP,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",I7-7700,"\",2017/8/3
5JP47,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",I5-7300,"\",2017/8/3
9GHRT,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",I5-7300,"\",2017/8/3
Y867X,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",I7-7820,"\",2017/8/3
7PGM9,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",I7-7820,"\",2017/8/3
5V4K9,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",I7-7920,"\",2017/8/3
2MH64,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",I7-7920,"\",2017/8/3
NYV7T,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",E3-1505,"\",2017/8/3
M4M97,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",E3-1505,"\",2017/8/3
Y72J3,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",E3-1535,"\",2017/8/3
1G26R,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",E3-1535,"\",2017/8/3
RFCWJ,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",I76820,"\",2017/8/3
FDXD7,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",I76820,"\",2017/8/3
1YTC7,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",I76920,"\",2017/8/3
R7FMG,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",I76920,"\",2017/8/3
17JKT,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",XE1545,"\",2017/8/3
KV7W6,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",XE1545,"\",2017/8/3
P6KP6,CAP10,"Crane 17",1.2,1.7.1,A01,TPM,A00,"\",XE1575,"\",2017/8/3
1JWH0,CAP10,"Crane 17",1.2,1.7.1,A01,DTP,A00,"\",XE1575,"\",2017/8/3
ND3N0,CAZ10,"Steamboat 12",1.7,1.8.2,A07,TPM,A00-A02,UMA,KI3-7100U,"\","2018-04-29 00:40:04"
K50WH,CAZ10,"Steamboat 12",1.7,1.8.2,A07,DTP,A00-A01,UMA,KI3-7100U,"\","2018-04-29 00:40:04"
X0FTD,CAZ10,"Steamboat 12",1.7,1.8.2,A07,TPM,A00-A01,UMA,SVI7-6600U,"\","2018-04-29 00:40:04"
987G8,CAZ10,"Steamboat 12",1.7,1.8.2,A07,DTP,A00-A01,UMA,SVI7-6600U,"\","2018-04-29 00:40:04"
NYJY5,CAZ10,"Steamboat 12",1.7,1.8.2,A07,TPM,A00-A01,UMA,KI5-7200U,"\","2018-04-29 00:40:04"
MG0XX,CAZ10,"Steamboat 12",1.7,1.8.2,A07,DTP,A00-A01,UMA,KI5-7200U,"\","2018-04-29 00:40:04"
TVCVW,CAZ10,"Steamboat 12",1.7,1.8.2,A07,TPM,A00-A01,UMA,KVI5-7300U,"\","2018-04-29 00:40:04"
