
DN9PC,ADM70,"Park City 14",2.1,1.21.6,A16,TPM,A05,DSC,I5-6300U,"\","2019-11-29 14:35:07"
DNDX8,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I3-7130U,,"2019-09-12 10:17:40"
DPHPG,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I7-7600U,,"2019-08-21 09:41:32"
DR1NC,CDP80,"Breckenridge 15 H",1.5,1.16.0,,TPM,,UMA,KI7-7820HV,,"2019-09-24 14:11:17"
DTMJ8,DAM01,"Berlinetta P CFL",1.0,1.12.0,,DTP,,DIS,I9-8950,,"2019-06-03 14:11:08"
DTY10,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,DTP,A02,UMA,KVI5-7440H,"\","2019-09-24 14:11:17"
DV0D9,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,DTP,A02,UMA,KVI5-7440H,"\","2019-09-24 14:11:17"
DV5YH,ADM60,"Park City 12",2.1,1.21.6,A16,TPM,A05,UMA,I5-6300U,"\","2019-11-29 14:35:07"
DVJ9F,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I5-8350,,"2019-08-21 09:41:32"
DVNFD,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,DTP,A00,UMA,KI5-7440HV,"\","2019-09-24 14:11:17"
DWVYV,ZAM81,"Houston 15 DSC (E6)",2.3,A15,A12,TPM,A06,DSC,I7-5600U,DOCK,2017/8/3
DXN93,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",UMA,I3-4005U,"\","2019-12-10 08:55:16"
DYDXJ,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,DTP,,UMA,I5-8300H,,"2019-06-06 11:03:44"
F18WT,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,DSC,I5-8250U,null,"2019-08-21 09:41:32"
F2J7K,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-7300U,,"2019-09-12 10:17:40"
F31KV,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I7-8650U,,"2019-09-12 10:17:40"
F32RK,ADM70,"Park City 14",2.1,1.21.6,A16,DTP,A04,DSC,I5-6300U,"\","2019-11-29 14:35:07"
F37WM,DDP70,"Breckenridge 14H MLK",1.0,1.9.0,,TPM,,UMA,VI7-8850H,,"2019-08-21 09:43:33"
F3F59,CDP80,"Breckenridge 15 H",1.5,1.16.0,,TPM,,UMA,SI5-6440HV,,"2019-09-24 14:11:17"
F3KXC,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I3-7130U,,"2019-08-21 09:41:32"
F423W,DAZ30,"SB 13 MLK",1.0,1.11.0,,DTP,,UMA,I7-7600,,"2019-09-12 10:17:40"
F48ND,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI7-7600U,"\","2019-09-30 05:47:57"
F4KCN,DAM01,"Berlinetta P CFL",1.0,1.12.0,,DTP,,DIS,I5-8400,,"2019-06-03 14:11:08"
F53J5,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,UMA,I3-4030SC,DOCK,2017/8/3
F58TV,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I5-8250,,"2019-08-21 09:41:32"
F64G2,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I3-4010,"\",2017/8/29
F68DX,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",UMA,KI5-7200U,"\","2019-09-24 14:03:45"
F6J4M,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,DSC,I5-4300,"\",2017/8/29
F761C,QAL80,"Dalmore- 14
(commercial)",1.6,A16,A16,TPM,"\",UMA,"\","\",2016/6/2
F9HCX,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,TPM,A06,UMA,I3-5010U,"NO DOCK","2019-12-10 08:57:43"
FCJ49,ZAM60,"Houston 12(E6)",2.3,A15,A12,TPM,A06,UMA,I5-4210,DOCK,2017/8/3
FCY9K,ADM70,"Park City 14",2.1,1.21.6,A16,DTP,A04,UMA,I3-6100U,"\","2019-11-29 14:35:07"
FD6P3,QAL90,"Dalmore- 14 ATG
(commercial)",1.6,A16,A16,TPM,"\",UMA,"\","\",2016/6/2
FDNG8,CDP70,"Breckenridge 14H(Commercial)",1.5,1.16.0,A05,TPM,A00,DIS,KVI7-7820H,"\","2019-09-24 14:11:17"
FDXD7,CAP10,"Crane 17",1.2,1.13.0,A01,DTP,A00,"\",I76820,"\","2019-01-21 17:14:34"
FFK79,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
FFRFJ,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I3-4030,"\",2017/8/29
FFTYF,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,SI7-6600U,"\","2019-09-30 05:47:57"
FHPNN,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,null,UMA,I5-73,,"2019-09-30 05:47:57"
FJGHG,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I5-8250U,,"2019-08-21 09:41:32"
FJHM7,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",DIS,KVI5-7300U,"\","2019-09-24 14:03:45"
FJK5M,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
FK28D,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,DTP,A00,"\",I3-4030,"\",2017/8/14
FM7XT,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
FMTVF,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,TPM,null,UMA,I3-8130U,"\","2019-08-21 09:41:32"
FN82P,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,DTP,"\","\","\","\",2017/8/14
FNF7J,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I5-73,,"2019-09-30 05:47:57"
FP1VJ,ZAU70,"Crested Butte 13 ",1.1,21.1.1,"\",DTP,A00,"\",I3-5Y10,"\","2019-12-11 14:26:12"
FRWC6,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,DTP,,DIS,E-2176M,,"2019-06-06 11:03:44"
FT730,ZAM71,"Houston 14 DSC (E6)",2.3,A12,A12,TPM,A07,DIS,I5-5300U,"NO DOCK",2017/8/3
FTVM3,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I3-7130U,,"2019-09-12 10:17:40"
FTY9P,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,I5-8250U,null,"2019-08-21 09:41:32"
FVFX8,AAPB0,"Miramar 17",2.1,1.16.3,A17,TPM,A00-A03,DSC,I7-6820HQ,"\","2019-02-26 17:40:11"
FVNJN,VAL90,"Salado 14 DSC (commercial)",1.8,A18,A14,DTP,A03,UMA,"\","\",2017/9/25
FVTF8,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I3-7130,,"2019-08-21 09:41:32"
FYT95,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
G17DJ,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,DTP,"\","\","\","\",2017/8/14
G2C8J,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
G2VW0,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
G2YCV,ZAM60,"Houston 12(E6)",2.3,A15,A12,DTP,A05,"\",I3-5010U,DOCK,2017/8/3
G3N02,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI5-8350U,,"2019-09-12 10:17:40"
G3WP7,ZAL60,"Marble Falls 15 UMA BDW(B6)",1.4,A10,A10,,A01,UMA,CEL-3205U,"\",2016/7/15
G56T5,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I5-8250,,"2019-08-21 09:41:32"
G59W2,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI7-8650U,,"2019-09-12 10:17:40"
G5FN9,ADP81,"Park City 15""-P",2.1,1.21.6,A16,TPM,A05,DSC,I5-6440HQ,"\","2019-11-29 14:54:25"
G5NRK,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I7-8650UV,,"2019-08-21 09:41:32"
G5TN0,AAZ60,"Beaver Creek 14",2.2,1.20.3,A07,DTP,A05,UMA,I5-6200U,"\","2019-04-19 19:38:15"
G6TK3,BAJ00,"Pebble Creek",1.4,1.4.3,A01,DTP,A01,UMA,I5V,"\","2019-02-19 17:04:18"
G82X1,AAL00,"Fig Tree (Commercial)",1.9,21.1.1,A07,DTP,"\","\","\","\","2019-12-11 15:34:01"
G8G9T,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
G93D6,ZAM60,"Houston 12(E6)",2.3,A12,A12,TPM,A06,"\",I5-4300,"\",2017/8/3
G9CNK,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,TPM,A06,UMA,I5-5300U,DOCK,"2019-12-10 08:57:43"
G9YFJ,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,"\",I3-4030,DOCK,2017/8/3
GCHTD,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
GCWYH,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I7-7600,,"2019-09-12 10:17:40"
GDGX9,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,TPM,A00-A01,UMA,KI5-7440HV,"\","2019-09-24 14:11:17"
GDK56,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A02,UMA,KVI5-7300U,"\","2019-09-30 05:47:57"
GDMGC,VAR10,"Diesel 17 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
GDXD5,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,TPM,A00-A03,DSC,E3-1505,"\","2019-06-09 05:43:57"
GFMF5,ZAL51,"Marble Falls 14 DIS HSW (B6)",1.4,A10,A10,,A00,UMA,I3-4030U,"\",2016/7/15
GGKXG,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-8250U,,"2019-09-12 10:17:40"
GJP7V,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4200,"\",2017/8/29
GJWKW,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I5-8350UV,,"2019-08-21 09:41:32"
GKG7P,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
GKGF4,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I7-8650UV,,"2019-08-21 09:41:32"
GMVN7,QALA1,"Dalmore- 15
(commercial)",1.4,A13,A13,TPM,"\",DSC,"\","\",2016/6/2
GMYR8,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
GN24K,AAPA0,"Miramar 15",2.1,1.16.3,A17,TPM,A00-A02,DSC,XEZ1,"\","2019-02-26 17:40:11"
GN6M8,DAM01,"Berlinetta P CFL",1.0,1.12.0,,TPM,,DIS,I9-8950,,"2019-06-03 14:11:08"
GNDNM,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",I76920,"\","2019-01-21 17:14:34"
GNF4C,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,DTP,A02,UMA,KVI7-7820H,"\","2019-09-24 14:11:17"
GP3DD,DAP20,"Whitehaven 17",1.1,1.9.0,,DTP,,Assy,I5-8300H,,"2019-08-23 05:44:17"
GP7DP,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I5-63,,"2019-09-30 05:47:57"
GPDT3,ADP81,"Park City 15""-P",2.1,1.21.6,A16,TPM,A05,DSC,I5-6300HQ,"\","2019-11-29 14:54:25"
GR4H8,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
GRNH7,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,DTP,null,UMA,"I5-7300 VPRO","\","2019-08-21 09:41:32"
GRNW2,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",XE1545,"\","2019-01-21 17:14:34"
GRVPW,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,SVI5-6300U,"\","2019-09-30 05:47:57"
GT13M,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,DTP,A00-A01,UMA,SI5-6200U,"\","2019-09-30 05:47:57"
GTH7G,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I5-8350,,"2019-08-21 09:41:32"
GVKV9,ADM80,"Park City 14""-U ",2.1,1.21.6,A16,TPM,A05,DSC,I5-6300U,"\","2019-11-29 14:35:07"
GWDNC,EDC51,"Brook Hollow 15",1.0,1.5.5,A00,TPM,A01,UMA,I7V-9850H,"\","2019-10-21 09:56:06"
GX7P0,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
GYK0T,ADP70,"Park City 14""-H",2.1,1.21.6,A16,DTP,A04,UMA,I7-6820HQ,"\","2019-11-29 14:54:25"
GYW81,DAP20,"Whitehaven 17",1.1,1.9.0,,DTP,,Assy,I5-8400H,,"2019-08-23 05:44:17"
H0K2P,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,DTP,A00,UMA,SVI5-6440H,"\","2019-09-24 14:11:17"
H0X0D,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",UMA,I5-4310U,"\","2019-12-10 08:55:16"
H127X,DAP20,"Whitehaven 17",1.1,1.9.0,,TPM,,Assy,XE-2176M,,"2019-08-23 05:44:17"
H1HTP,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I3-4030,"\",2017/8/29
H2087,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I3-8130U,,"2019-08-21 09:41:32"
H2DK1,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4200,"\",2017/8/29
H30WH,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,null,UMA,I5-63,,"2019-09-30 05:47:57"
H3G7W,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4300,"\",2017/8/29
H59D3,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4310,"\",2017/8/29
H6GPF,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",E3-1535,"\","2019-01-21 17:14:34"
H76F7,QAR10,"VANS 17
(commercial)",1.9,A11,A10,DTP,"\","\","\","\",2016/6/2
H7RWT,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I7-8650,,"2019-09-12 10:17:40"
H7Y14,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
H7Y7K,AAZ50,"Beaver Creek 12",2.2,1.20.3,A07,TPM,A08,UMA,I5-6300U,"\","2019-05-24 17:38:16"
H89GR,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,DTP,A05,UMA,I3-5010U,DOCK,2017/8/3
H8XNK,VALA1,"Salado 15 HSW UMA (commercial)",1.9,A21,A17,TPM,"\",UMA,"\","\",2017/9/25
H91VT,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",E3-1535,"\","2019-01-21 17:14:34"
HCH70,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
HCP0K,ADM70,"Park City 14",2.1,1.21.6,A16,TPM,A05,UMA,I5-6300U,"\","2019-11-29 14:35:07"
HFC9D,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I5-72,,"2019-09-30 05:47:57"
HFGDG,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,DTP,null,UMA,VI7-8650U,"\","2019-08-21 09:41:32"
HFR9H,DDP70,"Breckenridge 14H MLK",1.0,1.9.0,,DTP,,UMA,VI7-8850H,,"2019-08-21 09:43:33"
HFXXW,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-8350U,,"2019-09-12 10:17:40"
HG7HC,EDC50,"North Bay 15 TS/NT",1.0,1.7.7,A00,PTT,A01,UMA,I7-8665,"\","2019-11-04 09:29:09"
HGNVN,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
HGP1X,DAM01,"Berlinetta P CFL",1.0,1.12.0,,DTP,,Q3,E-2176M,,"2019-06-03 14:11:08"
HGT5T,ZAM80,"Houston15 (Commercial)",2.3,A15,A12,DTP,"\",UMA,"\",DOCK,2017/8/3
HH2C8,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,DSC,I5-8350UV,,"2019-08-21 09:41:32"
HHKWY,ZAM71,"Houston 14 DSC (E6)",2.3,A12,A12,DTP,A05,DIS,I5-5300U,"NO DOCK",2017/8/3
HHX5T,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,DTP,"\","\",I3-4030,"\",2017/8/14
HHY6K,CDM70,"Breckenridge 14U",1.5,1.16.0,A05,TPM,"A00
",UMA,SVI5-6300U,"\","2019-09-24 14:03:45"
HKD42,AAPA0,"Miramar 15",2.1,1.16.3,A17,TPM,A00-A02,DSC,E3-1545MV5,"\","2019-02-26 17:40:11"
HKKT5,ZAL50,"Marble Falls 14 UMA BDW (B6)",1.4,A10,A10,,A01,"\",I5-5200U,"\",2016/7/15
HKR39,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",E3-1505,"\","2019-01-21 17:14:34"
HN1Y8,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00-A01,UMA,I5-62U,,"2019-09-24 14:03:45"
HNGP5,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
HNP6J,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI3-7100U,"\","2019-09-30 05:47:57"
HNXY8,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,A00,UMA,I5-73U,,"2019-09-24 14:03:45"
HP1PP,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4200,"\",2017/8/29
HP2CR,CAZ10,"Steamboat 12",1.7,1.15.1,,TPM,,UMA,KVI7-7600,,"2019-09-30 05:47:57"
HP2D6,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I7-8650,,"2019-08-21 09:41:32"
HP51G,DDP70,"Breckenridge 14H MLK",1.0,1.9.0,,TPM,,DIS,VI5-8400H,,"2019-08-21 09:43:33"
HPCDV,BAJ00,"Pebble Creek",1.4,1.4.3,A01,TPM,A01,UMA,"I5 TRANS","\","2019-02-19 17:04:18"
HPRCX,ZBU10,"Goliad MLK 14(UMA/DSC) (E6)",1.9,A16,A13,DTP,A06,UMA,I5-5300U,DOCK,2017/8/15
HR6NN,DAP20,"Whitehaven 17",1.1,1.9.0,,DTP,,Assy,I7-8750H,,"2019-08-23 05:44:17"
HTNPG,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4300,"\",2017/8/29
HTY7X,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
HV9MP,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,UMA,I3-5010,DOCK,2017/8/3
HVPFR,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,DTP,A00,"\",I7-4600,"\",2017/8/14
HVV96,ZBU11,"Goliad MLK 14(DSC) (E6)  ",1.9,A16,A13,TPM,A07,DSC,I5-5300U,DOCK,2017/8/15
HVW90,DDA30,"KW 13 MLK",1.0,1.10.0,null,DTP,null,UMA,I3-7130U,,"2019-06-05 14:43:13"
HW2VK,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,DSC,I7-4600,"\",2017/8/29
HW7C4,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,TPM,A00-A02,DIS,I7-6820,"\","2019-06-09 05:43:57"
HWH2H,VAR10,"Diesel 17 (Commercial)",2.1,A20,A16,DTP,A00,"\","\","\",2017/9/27
HWNFC,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,DTP,A01,DIS,KVI5-744H,"\","2019-09-24 14:11:17"
HXXM1,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",UMA,KVI5-7300U,"\","2019-09-24 14:03:45"
HY0XC,ADP81,"Park City 15""-P",2.1,1.21.6,A16,DTP,A05,DSC,I5-6300HQ,"\","2019-11-29 14:54:25"
HY1GV,ADM60,"Park City 12",2.1,1.21.6,A16,DTP,A04,UMA,I7-6600U,"\","2019-11-29 14:35:07"
J05JX,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,TPM,A00-A02,DIS,E3-1505,"\","2019-06-09 05:43:57"
J17P6,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I5-73,,"2019-09-30 05:47:57"
J1PDD,ADM80,"Park City 14""-U ",2.1,1.21.6,A16,TPM,A05,DSC,I7-6600U,"\","2019-11-29 14:35:07"
J2MK4,AAE00,"Bold Peak II",1.6,21.1.1,A12,TPM,A03-A04,UMA,M3,"\","2019-12-10 09:01:42"
J2RCN,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I7-7600U,,"2019-08-21 09:41:32"
J2XJ5,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I3-8130U,,"2019-09-12 10:17:40"
J2XMK,EDB51,"Berlinetta 15 CFL P R(Commerci",1.0,1.0.0,A00,TPM,A01," CFL-H-R",I5,"\","2019-06-29 11:08:45"
J2Y8J,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I5-8250,,"2019-08-21 09:41:32"
J4JVG,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
J4XVJ,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
J5R86,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,A00-A01,UMA,KI5-7300U,"\","2019-09-30 05:47:57"
J76P4,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I7-7600,,"2019-09-12 10:17:40"
J7N5X,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,A00,UMA,I5-62U,,"2019-09-24 14:03:45"
J7VN1,AAJA0,Jayton(PAD),1.5,"1.5.5
",A09,DTP,A03,UMA,M3,"\","2019-11-28 19:02:51"
J80WH,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I3-4010,"\",2017/8/29
J867P,QAR00,"VANS 15
(commercial)",1.9,A10,A10,DTP,"\","\","\","\",2016/6/2
J8CVM,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,VI7-8650U,,"2019-09-12 10:17:40"
J933X,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
J97J1,ZAU70,"Crested Butte 13 ",1.1,21.1.1,"\",TPM,A00,"\",5Y10C,"\","2019-12-11 14:26:12"
J9HF0,AAZ50,"Beaver Creek 12",2.2,1.20.3,A07,DTP,A06,UMA,I3-6100U,"\","2019-05-24 17:38:16"
J9HWG,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,VI5-8350U,,"2019-09-12 10:17:40"
J9XP9,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,TPM,"\",UMA,I3-7100U,"\","2019-01-09 09:20:50"
J9Y2F,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,DTP,A04-A06,DSC,I76820,"\","2019-12-16 08:10:46"
JCD99,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
JCXKY,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
JD45K,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I5-7300,,"2019-09-12 10:17:40"
JDCM5,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI5-8350U,,"2019-09-12 10:17:40"
JF67F,ZAL60,"Marble Falls 15 UMA BDW(B6)",1.4,A10,A10,,A01,UMA,I5-5300U,"\",2016/7/15
JFGFN,DDA30,"KW 13 MLK",1.0,1.10.0,,TPM,,UMA,I5-8350,,"2019-06-05 14:43:13"
JFWDY,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
JG1GJ,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I5-7300,,"2019-09-12 10:17:40"
JGMFT,ADM80,"Park City 14""-U ",2.1,1.21.6,A16,TPM,A05,UMA,I5-6200U,"\","2019-11-29 14:35:07"
JH03G,AAPA0,"Miramar 15",2.1,1.16.3,A17,TPM,A00-A01,DSC,XEZ2,"\","2019-02-26 17:40:11"
JJ5FG,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,TPM,A06,"\",I3-4030,DOCK,2017/8/3
JJ64Y,ZAM70,"Houston 14 UMA(E6)",2.3,A12,A12,DTP,A05,UMA,I3-5010U,"NO DOCK",2017/8/3
JJRYM,ZAM70,"Houston 14 UMA(E6)",2.3,A12,A12,DTP,A05,UMA,I3-4030U,"NO DOCK",2017/8/3
JK58T,DDA30,"KW 13 MLK",1.0,1.10.0,null,DTP,null,UMA,I7-8650U,,"2019-06-05 14:43:13"
JMV0G,ZAU50,"Testarossa  ",1.3,A10,A10,DTP,A00,DIS,I7-4702,"\",2017/9/27
JMVDX,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
JNY4X,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,DTP,A01,DIS,KVI7-782H,"\","2019-09-24 14:11:17"
JP07C,AAJA0,Jayton(PAD),1.5,"1.5.5
",A09,TPM,A03,UMA,M3,"\","2019-11-28 19:02:51"
JP7C1,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,TPM,,MLK,I5V,,"2019-08-23 05:47:39"
JR7GG,DAP10,"Whitehaven 15",1.1,1.9.0,,TPM,,Assy,I5-8300H,,"2019-08-23 05:44:17"
JRJ7M,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,TPM,A00-A01,UMA,TI5-7200U,"\","2019-09-30 05:47:57"
JT36N,DDA30,"KW 13 MLK",1.0,1.10.0,null,TPM,null,UMA,I7-8650U,,"2019-06-05 14:43:13"
JTG4P,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I5-7200U,,"2019-08-21 09:41:32"
